sample_label	d1	d2
c2sp2s777	7.07054	12.78678
c2sp2s778	6.9948	12.75856
c2sp2s779	6.91944	12.72883
c2sp2s780	6.84449	12.69759
c2sp2s781	6.76998	12.66485
c2sp2s782	6.69594	12.63061
c2sp2s783	6.62241	12.59488
c2sp2s784	6.5494	12.55766
c2sp2s785	6.47695	12.51897
c2sp2s786	6.40509	12.4788
c2sp2s787	6.33385	12.43717
c2sp2s788	6.26327	12.3941
c2sp2s789	6.19336	12.34957
c2sp2s790	6.12415	12.30362
c2sp2s791	6.05569	12.25625
c2sp2s792	5.98799	12.20746
c2sp2s793	5.92109	12.15728
c2sp2s794	5.85501	12.10571
c2sp2s795	5.78979	12.05277
c2sp2s796	5.72544	11.99848
c2sp2s797	5.66201	11.94284
c2sp2s798	5.59951	11.88587
c2sp2s799	5.53797	11.82759
c2sp2s800	5.47743	11.76801
c2sp2s801	5.4179	11.70715
c2sp2s802	5.35942	11.64503
c2sp2s803	5.30202	11.58167
c2sp2s804	5.24571	11.51708
c2sp2s805	5.19052	11.45128
c2sp2s806	5.13649	11.38429
c2sp2s807	5.08362	11.31614
c2sp2s808	5.03196	11.24684
c2sp2s809	4.98152	11.17641
c2sp2s810	4.93233	11.10488
c2sp2s811	4.88442	11.03226
c2sp2s812	4.8378	10.95858
c2sp2s813	4.79249	10.88387
c2sp2s814	4.74853	10.80815
c2sp2s815	4.70593	10.73143
c2sp2s816	4.66471	10.65375
c2sp2s817	4.6249	10.57513
c2sp2s818	4.58652	10.4956
c2sp2s819	4.54959	10.41517
c2sp2s820	4.51412	10.33389
c2sp2s821	4.48014	10.25177
c2sp2s822	4.44766	10.16884
c2sp2s823	4.41671	10.08513
c2sp2s824	4.38729	10.00067
c2sp2s825	4.35944	9.915489
c2sp2s826	4.33317	9.829609
c2sp2s827	4.30848	9.743064
c2sp2s828	4.2854	9.655882
c2sp2s829	4.26395	9.568093
c2sp2s830	4.24413	9.479729
c2sp2s831	4.22597	9.390819
c2sp2s832	4.20947	9.301394
c2sp2s833	4.19465	9.211487
c2sp2s834	4.18152	9.121127
c2sp2s835	4.1701	9.0303476
c2sp2s836	4.16038	8.9391804
c2sp2s837	4.15239	8.847658
c2sp2s838	4.14614	8.755813
c2sp2s839	4.14163	8.663678
c2sp2s840	4.13887	8.571286
c2sp2s841	4.13787	8.478671
c2sp2s842	4.13864	8.385867
c2sp2s843	4.14118	8.292907
c2sp2s844	4.1455	8.199825
c2sp2s845	4.15162	8.106656
c2sp2s846	4.15952	8.013433
c2sp2s847	4.16921	7.92019
c2sp2s848	4.18071	7.82696
c2sp2s849	4.194	7.73379
c2sp2s850	4.2091	7.6407
c2sp2s851	4.22601	7.54773
c2sp2s852	4.24472	7.45492
c2sp2s853	4.26523	7.36229
c2sp2s854	4.28756	7.26989
c2sp2s855	4.31168	7.17775
c2sp2s856	4.33761	7.08591
c2sp2s857	4.36534	6.9944
c2sp2s858	4.39486	6.90326
c2sp2s859	4.42618	6.81252
c2sp2s860	4.45929	6.72221
c2sp2s861	4.49417	6.63238
c2sp2s862	4.53084	6.54306
c2sp2s863	4.56927	6.45427
c2sp2s864	4.60946	6.36607
c2sp2s865	4.65141	6.27848
c2sp2s866	4.69511	6.19153
c2sp2s867	4.74054	6.10527
c2sp2s868	4.78769	6.01972
c2sp2s869	4.83656	5.93493
c2sp2s870	4.88713	5.85092
c2sp2s871	4.93939	5.76773
c2sp2s872	4.99333	5.6854
c2sp2s873	5.04893	5.60395
c2sp2s874	5.10619	5.52342
c2sp2s875	5.16507	5.44384
c2sp2s876	5.22558	5.36526
c2sp2s877	5.28769	5.28769
c2sp2s878	5.35138	5.21117
c2sp2s879	5.41665	5.13574
c2sp2s880	5.48346	5.06143
c2sp2s881	5.5518	4.98827
c2sp2s882	5.62165	4.91628
c2sp2s883	5.693	4.8455
c2sp2s884	5.76581	4.77597
c2sp2s885	5.84007	4.70771
c2sp2s886	5.91576	4.64075
c2sp2s887	5.99285	4.57512
c2sp2s888	6.07133	4.51085
c2sp2s889	6.15115	4.44797
c2sp2s890	6.23232	4.38651
c2sp2s891	6.31478	4.32649
c2sp2s892	6.39853	4.26794
c2sp2s893	6.48353	4.2109
c2sp2s894	6.56976	4.15538
c2sp2s895	6.65719	4.10141
c2sp2s896	6.7458	4.04902
c2sp2s897	6.83554	3.99824
c2sp2s898	6.92641	3.94908
c2sp2s899	7.01835	3.90157
c2sp2s900	7.11136	3.85574
c2sp2s901	7.20538	3.8116
c2sp2s902	7.30041	3.76919
c2sp2s903	7.39639	3.72852
c2sp2s904	7.49331	3.68961
c2sp2s905	7.59112	3.65248
c2sp2s906	7.6898	3.61716
c2sp2s907	7.7893	3.58366
c2sp2s908	7.88961	3.55201
c2sp2s909	7.99068	3.52221
c2sp2s910	8.092485	3.49429
c2sp2s911	8.19498	3.46827
c2sp2s912	8.298134	3.44416
c2sp2s913	8.401911	3.42197
c2sp2s914	8.506276	3.40173
c2sp2s915	8.611192	3.38344
c2sp2s916	8.716622	3.36712
c2sp2s917	8.822529	3.35279
c2sp2s918	8.9288762	3.34045
c2sp2s919	9.0356254	3.33011
c2sp2s920	9.142739	3.32179
c2sp2s921	9.250179	3.3155
c2sp2s922	9.357906	3.31125
c2sp2s923	9.465882	3.30904
c2sp2s924	9.574069	3.30888
c2sp2s925	9.682427	3.31078
c2sp2s926	9.790916	3.31475
c2sp2s927	9.899498	3.32079
c2sp2s928	10.00813	3.32891
c2sp2s929	10.11678	3.33911
c2sp2s930	10.2254	3.35139
c2sp2s931	10.33395	3.36576
c2sp2s932	10.4424	3.38222
c2sp2s933	10.5507	3.40077
c2sp2s934	10.65881	3.4214
c2sp2s935	10.7667	3.44413
c2sp2s936	10.87431	3.46895
c2sp2s937	10.98162	3.49585
c2sp2s938	11.08857	3.52483
c2sp2s939	11.19514	3.5559
c2sp2s940	11.30128	3.58904
c2sp2s941	11.40694	3.62425
c2sp2s942	11.5121	3.66152
c2sp2s943	11.6167	3.70085
c2sp2s944	11.72071	3.74223
c2sp2s945	11.82409	3.78565
c2sp2s946	11.9268	3.83111
c2sp2s947	12.0288	3.87858
c2sp2s948	12.13004	3.92807
c2sp2s949	12.23049	3.97956
c2sp2s950	12.33012	4.03304
c2sp2s951	12.42887	4.08849
c2sp2s952	12.52671	4.1459
c2sp2s953	12.62361	4.20526
c2sp2s954	12.71951	4.26654
c2sp2s955	12.8144	4.32975
c2sp2s956	12.90822	4.39485
c2sp2s957	13.00094	4.46183
c2sp2s958	13.09252	4.53067
c2sp2s959	13.18292	4.60136
c2sp2s960	13.27211	4.67386
c2sp2s961	13.36005	4.74817
c2sp2s962	13.44671	4.82426
c2sp2s963	13.53204	4.90211
c2sp2s964	13.61602	4.9817
c2sp2s965	13.6986	5.06299
c2sp2s966	13.77976	5.14598
c2sp2s967	13.85945	5.23062
c2sp2s968	13.93765	5.31691
c2sp2s969	14.01432	5.4048
c2sp2s970	14.08943	5.49428
c2sp2s971	14.16295	5.58531
c2sp2s972	14.23483	5.67787
c2sp2s973	14.30506	5.77193
c2sp2s974	14.3736	5.86746
c2sp2s975	14.44042	5.96443
c2sp2s976	14.5055	6.06281
c2sp2s977	14.56879	6.16256
c2sp2s978	14.63028	6.26366
c2sp2s979	14.68993	6.36606
c2sp2s980	14.74771	6.46975
c2sp2s981	14.80361	6.57468
c2sp2s982	14.85759	6.68082
c2sp2s983	14.90963	6.78813
c2sp2s984	14.9597	6.89658
c2sp2s985	15.00778	7.00614
c2sp2s986	15.05384	7.11676
c2sp2s987	15.09787	7.22841
c2sp2s988	15.13983	7.34105
c2sp2s989	15.17971	7.45464
c2sp2s990	15.21748	7.56915
c2sp2s991	15.25313	7.68454
c2sp2s992	15.28664	7.80076
c2sp2s993	15.31798	7.91778
c2sp2s994	15.34714	8.035552
c2sp2s995	15.37411	8.154041
c2sp2s996	15.39886	8.273205
c2sp2s997	15.42137	8.393001
c2sp2s998	15.44165	8.513389
c2sp2s999	15.45966	8.634325
c2sp2s1000	15.4754	8.755768
