sample_label	D1	D2
monkeyc2g2s666	12.114291	9.05619
monkeyc2g2s667	9.361241	8.399722
monkeyc2g2s668	14.15622	10.033571
monkeyc2g2s669	10.982247	10.319362
monkeyc2g2s670	15.308894	7.890213
monkeyc2g2s671	15.245009	9.334135
monkeyc2g2s672	12.791996	5.656481
monkeyc2g2s673	10.058187	10.388088
monkeyc2g2s674	14.114885	10.555354
monkeyc2g2s675	13.927818	7.81259
monkeyc2g2s676	12.921575	7.907944
monkeyc2g2s677	11.165146	9.908106
monkeyc2g2s678	10.137305	10.695453
monkeyc2g2s679	9.823752	8.934781
monkeyc2g2s680	13.436711	10.727618
monkeyc2g2s681	13.816445	6.827832
monkeyc2g2s682	13.571455	7.127505
monkeyc2g2s683	15.18401	8.971322
monkeyc2g2s684	14.619501	9.327803
monkeyc2g2s685	9.187688	8.318944
monkeyc2g2s686	11.652688	7.084298
monkeyc2g2s687	10.090506	7.413146
monkeyc2g2s688	14.705873	10.02109
monkeyc2g2s689	10.381018	7.134471
monkeyc2g2s690	14.858395	8.803081
monkeyc2g2s691	9.564036	6.884535
monkeyc2g2s692	9.201223	9.172544
monkeyc2g2s693	10.932295	10.9994
monkeyc2g2s694	10.410347	7.528344
monkeyc2g2s695	13.063035	7.020538
monkeyc2g2s696	13.012642	9.133684
monkeyc2g2s697	12.228514	7.679904
monkeyc2g2s698	11.064774	9.514376
monkeyc2g2s699	10.433168	6.784588
monkeyc2g2s700	13.954299	7.294426
monkeyc2g2s701	12.640934	7.101787
monkeyc2g2s702	10.441883	7.665823
monkeyc2g2s703	11.417171	7.538549
monkeyc2g2s704	11.567045	8.817093
monkeyc2g2s705	15.43959	8.026493
monkeyc2g2s706	10.359937	10.254837
monkeyc2g2s707	14.422972	9.802779
monkeyc2g2s708	11.477478	7.146463
monkeyc2g2s709	14.705992	9.211237
monkeyc2g2s710	12.825523	10.644404
monkeyc2g2s711	14.310111	7.95509
monkeyc2g2s712	9.479719	7.581505
monkeyc2g2s713	11.25642	5.760038
monkeyc2g2s714	13.647328	7.998586
monkeyc2g2s715	9.724373	8.703555
monkeyc2g2s716	15.215679	9.365814
monkeyc2g2s717	11.452172	7.333899
monkeyc2g2s718	9.358056	8.694488
monkeyc2g2s719	14.053382	7.91048
monkeyc2g2s720	14.029798	8.030588
monkeyc2g2s721	11.98294	10.556114
monkeyc2g2s722	14.385678	10.491702
monkeyc2g2s723	14.744164	7.137071
monkeyc2g2s724	14.651739	7.160326
monkeyc2g2s725	13.625866	8.724216
monkeyc2g2s726	10.586005	6.300031
monkeyc2g2s727	13.038178	6.143727
monkeyc2g2s728	10.358088	7.110598
monkeyc2g2s729	15.218923	9.770154
monkeyc2g2s730	14.403777	9.716157
monkeyc2g2s731	10.644365	5.867697
monkeyc2g2s732	12.182271	9.330356
monkeyc2g2s733	11.762921	11.031745
monkeyc2g2s734	12.28452	10.193484
monkeyc2g2s735	9.696012	9.920654
monkeyc2g2s736	9.263811	9.431705
monkeyc2g2s737	11.554902	11.187994
monkeyc2g2s738	13.975433	9.653181
monkeyc2g2s739	9.296032	8.941912
monkeyc2g2s740	15.212855	8.888133
monkeyc2g2s741	13.193009	11.373789
monkeyc2g2s742	10.17289	6.528154
monkeyc2g2s743	10.740586	10.601437
monkeyc2g2s744	10.768198	6.874358
monkeyc2g2s745	10.009943	7.865461
monkeyc2g2s746	15.174351	8.561474
monkeyc2g2s747	13.305005	11.467238
monkeyc2g2s748	11.093351	6.827055
monkeyc2g2s749	15.225057	8.289679
monkeyc2g2s750	14.001085	8.004094
monkeyc2g2s751	14.260323	6.5607
monkeyc2g2s752	13.82326	8.301287
monkeyc2g2s753	12.634696	7.066673
monkeyc2g2s754	11.282228	8.076616
monkeyc2g2s755	13.84769	10.193404
monkeyc2g2s756	11.190043	8.00841
monkeyc2g2s757	10.867283	9.012514
monkeyc2g2s758	11.078285	8.747571
monkeyc2g2s759	13.003063	9.619385
monkeyc2g2s760	10.668061	8.407615
monkeyc2g2s761	9.184584	9.622792
monkeyc2g2s762	13.631439	7.956052
monkeyc2g2s763	13.629915	9.500306
monkeyc2g2s764	15.290749	7.983204
monkeyc2g2s765	13.840223	8.713207
monkeyc2g2s766	13.873248	8.9819
monkeyc2g2s767	10.709902	8.944867
monkeyc2g2s768	9.639471	6.774252
monkeyc2g2s769	11.307532	7.873793
monkeyc2g2s770	13.581866	7.724301
monkeyc2g2s771	15.200565	7.66262
monkeyc2g2s772	13.033359	8.861639
monkeyc2g2s773	9.19941	8.565987
monkeyc2g2s774	12.274686	9.205458
monkeyc2g2s775	11.497649	9.787275
monkeyc2g2s776	15.212991	7.879142
monkeyc2g2s777	11.215106	6.305744
monkeyc2g2s778	11.289707	8.668364
monkeyc2g2s779	15.323066	9.383011
monkeyc2g2s780	9.440003	7.527597
monkeyc2g2s781	10.711948	8.276427
monkeyc2g2s782	14.042595	7.891128
monkeyc2g2s783	9.485763	7.475215
monkeyc2g2s784	11.050547	10.741202
monkeyc2g2s785	14.325233	7.811958
monkeyc2g2s786	11.856661	5.809234
monkeyc2g2s787	11.579651	11.704325
monkeyc2g2s788	12.088376	6.220069
monkeyc2g2s789	14.378083	7.683096
monkeyc2g2s790	13.288433	10.028436
monkeyc2g2s791	14.243624	7.503705
monkeyc2g2s792	15.440384	8.22681
monkeyc2g2s793	12.828852	8.795628
monkeyc2g2s794	14.51794	8.926405
monkeyc2g2s795	10.203155	8.425339
monkeyc2g2s796	9.154357	8.311018
monkeyc2g2s797	9.043277	8.044907
monkeyc2g2s798	12.895425	6.93299
monkeyc2g2s799	15.278522	8.704539
monkeyc2g2s800	14.597762	8.654923
monkeyc2g2s801	13.38402	9.75081
monkeyc2g2s802	15.281734	8.488202
monkeyc2g2s803	13.666319	5.822008
monkeyc2g2s804	11.288871	8.566915
monkeyc2g2s805	15.184296	9.477694
monkeyc2g2s806	14.254043	6.392232
monkeyc2g2s807	13.361805	6.515779
monkeyc2g2s808	13.447156	10.966589
monkeyc2g2s809	13.23889	9.278698
monkeyc2g2s810	9.633027	8.826184
monkeyc2g2s811	14.715869	8.38139
monkeyc2g2s812	11.948833	8.558574
monkeyc2g2s813	10.081874	7.109528
monkeyc2g2s814	15.446775	8.193702
monkeyc2g2s815	13.008355	6.722759
monkeyc2g2s816	9.581396	6.973628
monkeyc2g2s817	9.644202	7.185984
monkeyc2g2s818	15.120784	9.169673
monkeyc2g2s819	9.388725	9.21491
monkeyc2g2s820	9.921469	7.165519
monkeyc2g2s821	9.288198	8.975046
monkeyc2g2s822	9.244974	7.790619
monkeyc2g2s823	13.59592	10.415032
monkeyc2g2s824	13.430561	7.933387
monkeyc2g2s825	14.85332	6.881017
monkeyc2g2s826	14.405784	8.554646
monkeyc2g2s827	15.049986	7.219508
monkeyc2g2s828	11.885428	8.282082
monkeyc2g2s829	9.265101	8.148739
monkeyc2g2s830	13.677681	10.89915
monkeyc2g2s831	13.22296	5.947389
monkeyc2g2s832	9.974669	7.403004
monkeyc2g2s833	13.649714	10.056131
monkeyc2g2s834	11.816812	6.056751
monkeyc2g2s835	9.922731	8.091329
monkeyc2g2s836	14.187312	10.724715
monkeyc2g2s837	13.550632	8.80337
monkeyc2g2s838	13.340499	5.568015
monkeyc2g2s839	12.900485	8.453444
monkeyc2g2s840	15.360498	8.718546
monkeyc2g2s841	11.719237	6.483428
monkeyc2g2s842	13.121882	5.592577
monkeyc2g2s843	10.854843	8.940274
monkeyc2g2s844	10.267246	11.043278
monkeyc2g2s845	14.916961	9.932133
monkeyc2g2s846	11.07009	10.688884
monkeyc2g2s847	11.992822	11.684587
monkeyc2g2s848	13.086197	10.619302
monkeyc2g2s849	11.146829	7.228544
monkeyc2g2s850	12.169801	7.49656
monkeyc2g2s851	9.580286	8.550398
monkeyc2g2s852	11.278549	9.733826
monkeyc2g2s853	15.400432	8.613181
monkeyc2g2s854	14.993649	7.866459
monkeyc2g2s855	14.42061	9.936549
monkeyc2g2s856	11.523869	6.439371
monkeyc2g2s857	11.418455	8.068489
monkeyc2g2s858	15.054545	9.717558
monkeyc2g2s859	14.156304	8.989649
monkeyc2g2s860	13.997844	7.849653
monkeyc2g2s861	14.448628	7.471354
monkeyc2g2s862	13.828202	10.038633
monkeyc2g2s863	10.801558	10.141583
monkeyc2g2s864	9.013908	8.575844
monkeyc2g2s865	10.438593	11.127747
monkeyc2g2s866	14.799712	7.028166
monkeyc2g2s867	11.889374	5.341663
monkeyc2g2s868	11.975923	6.834753
monkeyc2g2s869	9.903481	10.524402
monkeyc2g2s870	14.901324	10.159952
monkeyc2g2s871	10.073305	6.488484
monkeyc2g2s872	13.36089	11.330068
monkeyc2g2s873	13.374799	6.224897
monkeyc2g2s874	12.885301	7.416095
monkeyc2g2s875	9.671144	6.753842
monkeyc2g2s876	15.470857	8.807376
monkeyc2g2s877	14.588426	10.584521
monkeyc2g2s878	11.241777	9.486472
monkeyc2g2s879	12.525832	8.669703
monkeyc2g2s880	14.259777	9.168304
monkeyc2g2s881	15.448262	8.68363
monkeyc2g2s882	13.93376	9.354774
monkeyc2g2s883	14.912334	9.473299
monkeyc2g2s884	13.035631	11.404259
monkeyc2g2s885	14.744654	9.810627
monkeyc2g2s886	10.586883	8.624152
monkeyc2g2s887	14.094258	8.338025
monkeyc2g2s888	11.118673	6.847775
monkeyc2g2s889	15.305145	7.595782
monkeyc2g2s890	14.033184	7.274246
monkeyc2g2s891	13.531513	6.252712
monkeyc2g2s892	11.577607	11.186471
monkeyc2g2s893	14.297064	10.779919
monkeyc2g2s894	14.308805	8.32555
monkeyc2g2s895	14.830599	7.894621
monkeyc2g2s896	11.280204	9.481504
monkeyc2g2s897	15.219804	8.085763
monkeyc2g2s898	11.767829	8.931799
monkeyc2g2s899	13.315604	7.919196
monkeyc2g2s900	10.513667	6.504118
monkeyc2g2s901	11.543623	10.338862
monkeyc2g2s902	15.237302	9.578815
monkeyc2g2s903	14.54527	8.400716
monkeyc2g2s904	14.703959	7.207779
monkeyc2g2s905	13.693878	9.060547
monkeyc2g2s906	13.888142	8.401146
monkeyc2g2s907	9.992764	8.809631
monkeyc2g2s908	9.462372	8.539434
monkeyc2g2s909	10.14775	6.77003
monkeyc2g2s910	15.007263	9.132867
monkeyc2g2s911	9.080997	7.969118
monkeyc2g2s912	14.12481	6.071675
monkeyc2g2s913	14.647919	10.611233
monkeyc2g2s914	15.316945	9.466413
monkeyc2g2s915	11.72907	7.339232
monkeyc2g2s916	11.564555	10.440378
monkeyc2g2s917	12.557319	6.278129
monkeyc2g2s918	14.60275	9.517563
monkeyc2g2s919	9.260499	9.011615
monkeyc2g2s920	12.734826	7.623444
monkeyc2g2s921	10.077693	9.593295
monkeyc2g2s922	11.448938	10.878409
monkeyc2g2s923	14.118056	11.189731
monkeyc2g2s924	14.446369	6.515003
monkeyc2g2s925	12.46725	9.295362
monkeyc2g2s926	14.381416	6.75597
monkeyc2g2s927	12.664817	9.984973
monkeyc2g2s928	14.013289	9.097723
monkeyc2g2s929	9.764874	7.670508
monkeyc2g2s930	13.058222	11.405334
monkeyc2g2s931	10.78052	5.993027
monkeyc2g2s932	15.073816	7.156667
monkeyc2g2s933	14.162226	6.686927
monkeyc2g2s934	10.655118	6.086658
monkeyc2g2s935	9.611487	9.525109
monkeyc2g2s936	9.013334	8.414207
monkeyc2g2s937	14.938529	10.012283
monkeyc2g2s938	13.894728	10.70531
monkeyc2g2s939	13.478544	7.817333
monkeyc2g2s940	9.771977	9.20426
monkeyc2g2s941	11.427095	7.24382
monkeyc2g2s942	13.690918	10.004251
monkeyc2g2s943	13.865072	6.18129
monkeyc2g2s944	11.222947	7.089969
monkeyc2g2s945	14.776237	6.566854
monkeyc2g2s946	15.363465	7.899906
monkeyc2g2s947	9.090487	8.726058
monkeyc2g2s948	10.206855	8.174587
monkeyc2g2s949	14.919139	6.909421
monkeyc2g2s950	11.633049	11.387964
monkeyc2g2s951	14.150381	10.906425
monkeyc2g2s952	11.748734	6.843522
monkeyc2g2s953	13.692554	6.065558
monkeyc2g2s954	13.582104	10.76981
monkeyc2g2s955	11.957176	10.552773
monkeyc2g2s956	10.202757	8.617007
monkeyc2g2s957	9.426208	8.326115
monkeyc2g2s958	10.613982	9.532969
monkeyc2g2s959	13.818675	10.39167
monkeyc2g2s960	12.662107	6.534719
monkeyc2g2s961	11.006557	11.326061
monkeyc2g2s962	15.3851	7.759741
monkeyc2g2s963	11.666504	5.787349
monkeyc2g2s964	12.225299	10.158833
monkeyc2g2s965	11.205109	9.015783
monkeyc2g2s966	12.621606	11.065936
monkeyc2g2s967	13.17435	9.19686
monkeyc2g2s968	11.592944	10.720355
monkeyc2g2s969	10.383969	6.436672
monkeyc2g2s970	9.544338	7.502724
monkeyc2g2s971	11.541749	10.60111
monkeyc2g2s972	12.437444	10.137172
monkeyc2g2s973	12.332544	10.971288
monkeyc2g2s974	9.631967	7.147791
monkeyc2g2s975	10.119316	7.827584
monkeyc2g2s976	11.6064	10.032693
monkeyc2g2s977	15.322183	8.409755
monkeyc2g2s978	10.650558	6.094104
monkeyc2g2s979	14.547419	7.001063
monkeyc2g2s980	14.394662	8.385033
monkeyc2g2s981	9.041333	8.104689
monkeyc2g2s982	13.508667	7.592837
monkeyc2g2s983	11.75136	8.28869
monkeyc2g2s984	14.402592	7.39681
monkeyc2g2s985	15.196695	8.759336
monkeyc2g2s986	12.797873	6.74711
monkeyc2g2s987	9.392905	9.363665
monkeyc2g2s988	12.874347	10.826388
monkeyc2g2s989	9.090582	9.049733
monkeyc2g2s990	11.829362	9.59984
monkeyc2g2s991	14.63405	10.312605
monkeyc2g2s992	9.966348	6.573965
monkeyc2g2s993	12.955037	5.649479
monkeyc2g2s994	14.675883	7.945219
monkeyc2g2s995	12.359719	10.457532
monkeyc2g2s996	13.092329	9.110222
monkeyc2g2s997	13.071551	9.641615
monkeyc2g2s998	10.383887	6.139417
monkeyc2g2s999	9.420275	8.473474
monkeyc2g2s1000	14.467691	6.996328
monkeyc3l1s1001	5.0647930072	13.8934783964
monkeyc3l1s1002	3.9112982375	13.3678224918
monkeyc3l1s1003	4.521517863	13.3209553904
monkeyc3l1s1004	5.7784531815	13.7004809464
monkeyc3l1s1005	8.4745391239	13.9889663964
monkeyc3l1s1006	7.4156867282	13.4167819412
monkeyc3l1s1007	4.9300823708	14.0686512152
monkeyc3l1s1008	7.0561148489	13.2207973807
monkeyc3l1s1009	2.0959929449	13.2603979505
monkeyc3l1s1010	6.0791672792	14.0598333851
monkeyc3l1s1011	3.4093055378	14.0106988813
monkeyc3l1s1012	5.3328189822	14.1662243424
monkeyc3l1s1013	3.3750578782	13.941700293
monkeyc3l1s1014	1.5234763422	13.6299223484
monkeyc3l1s1015	1.7102784254	13.3532346522
monkeyc3l1s1016	7.1683093226	13.9587082197
monkeyc3l1s1017	2.7521333813	13.7011870158
monkeyc3l1s1018	2.768406827	13.3440127078
monkeyc3l1s1019	3.9869002521	13.3089322516
monkeyc3l1s1020	5.3575574772	13.6506529481
monkeyc3l1s1021	8.0935933047	13.2980868188
monkeyc3l1s1022	6.216333512	14.135820742
monkeyc3l1s1023	2.1486093111	14.015019513
monkeyc3l1s1024	4.1120516204	13.2070580055
monkeyc3l1s1025	6.2849897104	13.2681185119
monkeyc3l1s1026	2.686655662	13.9613189227
monkeyc3l1s1027	5.3887911129	14.0121028414
monkeyc3l1s1028	2.9983222645	13.895155873
monkeyc3l1s1029	6.9240528748	13.4633483896
monkeyc3l1s1030	3.1560378906	14.0553147467
monkeyc3l1s1031	5.8408360477	13.2695025928
monkeyc3l1s1032	2.6012888991	13.9407387418
monkeyc3l1s1033	5.777390196	13.507995768
monkeyc3l1s1034	3.3409638272	13.9205574012
monkeyc3l1s1035	8.0160344243	13.9902161218
monkeyc3l1s1036	5.2875653442	13.3811292612
monkeyc3l1s1037	7.5076527069	13.8612731314
monkeyc3l1s1038	3.5660652239	13.9604323409
monkeyc3l1s1039	3.8348455827	14.0132680687
monkeyc3l1s1040	1.5915127925	13.602205846
monkeyc3l1s1041	2.0934385238	14.0952855081
monkeyc3l1s1042	6.1969005095	13.7818502449
monkeyc3l1s1043	4.9909815378	14.1458552366
monkeyc3l1s1044	3.1034443229	13.9955322573
monkeyc3l1s1045	6.3978270204	13.4280056463
monkeyc3l1s1046	5.1035116883	13.6403600092
monkeyc3l1s1047	2.3661495857	13.3683774868
monkeyc3l1s1048	7.0887945355	13.5926091848
monkeyc3l1s1049	6.9076641789	13.9441071246
monkeyc3l1s1050	4.8707930644	13.7048115444
monkeyc3l1s1051	3.703765939	13.2015700334
monkeyc3l1s1052	6.5106218432	13.3730688645
monkeyc3l1s1053	2.2966497124	13.7772393516
monkeyc3l1s1054	4.2937617803	13.9793297621
monkeyc3l1s1055	1.9057822491	14.1653246126
monkeyc3l1s1056	7.3598225894	13.3310057149
monkeyc3l1s1057	5.9213883167	13.2777943842
monkeyc3l1s1058	5.7312528081	13.2352051796
monkeyc3l1s1059	7.7067049923	13.6340696833
monkeyc3l1s1060	3.8337903493	13.273317538
monkeyc3l1s1061	6.5938659729	13.6591347689
monkeyc3l1s1062	5.9024335972	13.4993519662
monkeyc3l1s1063	5.8680205375	13.4741467028
monkeyc3l1s1064	3.9150082872	13.6230408608
monkeyc3l1s1065	6.5210060312	13.8941766224
monkeyc3l1s1066	6.3103704245	13.4044580309
monkeyc3l1s1067	8.1730769519	13.8042734771
monkeyc3l1s1068	7.0941141474	13.8087335008
monkeyc3l1s1069	8.1284536833	13.239965573
monkeyc3l1s1070	4.4519575678	13.6059493234
monkeyc3l1s1071	7.3237633391	13.3020403123
monkeyc3l1s1072	2.4308532651	13.5918742698
monkeyc3l1s1073	8.0386452111	13.6255918139
monkeyc3l1s1074	3.8271362954	13.7546133718
monkeyc3l1s1075	3.7369494147	13.5414830882
monkeyc3l1s1076	5.076978927	13.3376768304
monkeyc3l1s1077	8.001574497	13.9464805366
monkeyc3l1s1078	5.0404348676	13.7811699384
monkeyc3l1s1079	3.242199762	14.1132184722
monkeyc3l1s1080	6.6816304824	13.3533392153
monkeyc3l1s1081	8.1212792657	13.9308842291
monkeyc3l1s1082	6.3066827927	13.5374504501
monkeyc3l1s1083	4.8681826389	13.7964951452
monkeyc3l1s1084	8.0270722709	13.493571041
monkeyc3l1s1085	2.1389690198	13.7790809109
monkeyc3l1s1086	5.9681150571	14.0604681226
monkeyc3l1s1087	6.8583413465	13.7733618473
monkeyc3l1s1088	5.8423717697	13.7055426024
monkeyc3l1s1089	2.8310128397	13.7419334755
monkeyc3l1s1090	5.8585472242	13.8234680926
monkeyc3l1s1091	1.5860373974	13.4356249336
monkeyc3l1s1092	1.7966034082	13.8636478575
monkeyc3l1s1093	3.1366270075	13.5944717445
monkeyc3l1s1094	6.3646572395	13.8113583567
monkeyc3l1s1095	4.0766837534	13.6883534051
monkeyc3l1s1096	1.8685488896	14.1390974382
monkeyc3l1s1097	2.818204876	13.4243634397
monkeyc3l1s1098	3.6223600726	13.8398507031
monkeyc3l1s1099	7.7989815741	13.6200731958
monkeyc3l1s1100	3.4556386736	13.7854102327
monkeyc3l1s1101	6.1188454553	14.1101313639
monkeyc3l1s1102	6.432526903	14.0979087879
monkeyc3l1s1103	3.2789656008	13.9156003357
monkeyc3l1s1104	4.5686266343	13.9549117741
monkeyc3l1s1105	8.3694825571	14.0607968993
monkeyc3l1s1106	4.6472020955	13.9947278917
monkeyc3l1s1107	8.2653235535	13.7486558061
monkeyc3l1s1108	8.1094287194	13.533364527
monkeyc3l1s1109	8.0835652193	13.2381679032
monkeyc3l1s1110	2.8621481056	14.1192431564
monkeyc3l1s1111	5.7641650753	13.7637247954
monkeyc3l1s1112	8.3619663971	13.593452202
monkeyc3l1s1113	7.2265440309	13.4384626612
monkeyc3l1s1114	2.6323505957	14.0412982391
monkeyc3l1s1115	8.382580695	13.6603447183
monkeyc3l1s1116	6.5651786448	13.885846939
monkeyc3l1s1117	6.9345556751	13.2428949147
monkeyc3l1s1118	6.4168641192	14.1348500967
monkeyc3l1s1119	4.6228408308	13.3318928101
monkeyc3l1s1120	1.6621241635	13.8439687153
monkeyc3l1s1121	3.250140537	14.125438602
monkeyc3l1s1122	4.5094774652	13.4635221311
monkeyc3l1s1123	2.4324921172	14.0503658194
monkeyc3l1s1124	5.1892035778	14.1320538284
monkeyc3l1s1125	2.2815318683	13.2715700076
monkeyc3l1s1126	5.1705826896	13.7550318109
monkeyc3l1s1127	6.3886545133	14.064949903
monkeyc3l1s1128	3.9369422509	13.4250086425
monkeyc3l1s1129	7.3513340605	13.653243287
monkeyc3l1s1130	5.0337190516	14.0717360962
monkeyc3l1s1131	6.0926846024	13.5078324161
monkeyc3l1s1132	4.4307721911	14.1445054599
monkeyc3l1s1133	2.1425125864	13.5441567577
monkeyc3l1s1134	7.9409638504	13.8446087686
monkeyc3l1s1135	6.6211298627	14.0349168764
monkeyc3l1s1136	2.3188267248	13.5454113812
monkeyc3l1s1137	4.5173025075	13.3739227988
monkeyc3l1s1138	7.3511464095	13.8834536858
monkeyc3l1s1139	2.3541965506	13.6389251524
monkeyc3l1s1140	4.9364084215	13.922193053
monkeyc3l1s1141	7.5175151553	14.1290946242
monkeyc3l1s1142	6.1466107809	13.8782110636
monkeyc3l1s1143	4.1874278339	13.7148504442
monkeyc3l1s1144	7.1606111729	14.1666657529
monkeyc3l1s1145	8.0035824149	13.6944102275
monkeyc3l1s1146	3.1138093905	13.4486181345
monkeyc3l1s1147	5.3491900996	13.9709269805
monkeyc3l1s1148	7.1504481668	13.2976506383
monkeyc3l1s1149	6.8708360135	14.0989174864
monkeyc3l1s1150	7.9686629989	13.212668252
monkeyc3l1s1151	6.8667416922	13.5005937797
monkeyc3l1s1152	2.1185981494	13.6999763528
monkeyc3l1s1153	4.0090008613	14.1913224299
monkeyc3l1s1154	7.5763998965	14.0173214935
monkeyc3l1s1155	5.4085774145	13.2036856644
monkeyc3l1s1156	4.7535916585	13.6589029786
monkeyc3l1s1157	4.4873392531	13.8692372982
monkeyc3l1s1158	2.0429372198	13.3787633477
monkeyc3l1s1159	8.0136397586	13.5335871799
monkeyc3l1s1160	2.5870129941	13.2675483616
monkeyc3l1s1161	6.3076945043	14.0726224191
monkeyc3l1s1162	6.003318951	13.4815406672
monkeyc3l1s1163	4.7865531249	13.9232272397
monkeyc3l1s1164	5.7337006843	13.3864417042
monkeyc3l1s1165	5.0111872414	13.2122476628
monkeyc3l1s1166	3.8738082342	13.2392651754
monkeyc3l1s1167	7.4136984595	13.3354723703
monkeyc3l1s1168	7.5657900111	13.2913430662
monkeyc3l1s1169	1.9565321477	13.9261086723
monkeyc3l1s1170	6.8435251992	14.0682003431
monkeyc3l1s1171	4.4334557168	13.2647507289
monkeyc3l1s1172	2.0620725732	14.1745485876
monkeyc3l1s1173	5.0395712662	14.0280959271
monkeyc3l1s1174	6.2272570771	14.0883079696
monkeyc3l1s1175	6.5482620136	13.7976595145
monkeyc3l1s1176	3.9229790317	13.4775863432
monkeyc3l1s1177	7.770526686	13.8894451915
monkeyc3l1s1178	3.9590066562	14.1647002604
monkeyc3l1s1179	2.4364075293	13.8522026139
monkeyc3l1s1180	5.5550207032	13.9210113101
monkeyc3l1s1181	3.955726295	14.1673176354
monkeyc3l1s1182	7.969839067	13.3663909063
monkeyc3l1s1183	6.1010018042	13.8781135926
monkeyc3l1s1184	6.7208221578	13.7791537557
monkeyc3l1s1185	6.8855416665	13.9904707999
monkeyc3l1s1186	2.0851614587	14.0737632181
monkeyc3l1s1187	2.7527815897	14.140179043
monkeyc3l1s1188	3.0270080471	13.8322502203
monkeyc3l1s1189	2.8185015379	13.7203692131
monkeyc3l1s1190	2.908406595	13.9613015976
monkeyc3l1s1191	4.0251853978	13.6791274851
monkeyc3l1s1192	6.683415551	13.3716817173
monkeyc3l1s1193	7.3167647345	13.9565577091
monkeyc3l1s1194	6.6167928821	13.3847805255
monkeyc3l1s1195	5.0625605171	13.5776801231
monkeyc3l1s1196	3.6975874647	13.5750397428
monkeyc3l1s1197	3.3536115049	13.2019554002
monkeyc3l1s1198	4.2335253698	13.2033023299
monkeyc3l1s1199	2.7982341188	13.4951848826
monkeyc3l1s1200	3.0108040704	13.6855179221
monkeyc3l1s1201	2.2709867584	14.0208242317
monkeyc3l1s1202	6.0632311697	13.651520988
monkeyc3l1s1203	4.2506726524	13.9342445864
monkeyc3l1s1204	4.7073588991	14.1835175555
monkeyc3l1s1205	3.6994371698	13.8003320212
monkeyc3l1s1206	1.9284984001	13.4374674757
monkeyc3l1s1207	8.2588200413	13.5441565523
monkeyc3l1s1208	2.9395681752	13.6784229419
monkeyc3l1s1209	4.0176500576	13.3656257161
monkeyc3l1s1210	8.4777731104	13.8119393094
monkeyc3l1s1211	7.1681939841	13.9857497805
monkeyc3l1s1212	7.2978115226	13.3719834097
monkeyc3l1s1213	8.2293712781	13.9277916856
monkeyc3l1s1214	3.7623641226	13.4101511289
monkeyc3l1s1215	4.6234336584	13.3558610818
monkeyc3l1s1216	6.4244685001	13.3989422992
monkeyc3l1s1217	5.1931339966	13.7423566152
monkeyc3l1s1218	6.6082326956	13.7320393799
monkeyc3l1s1219	7.1315953115	13.86628854
monkeyc3l1s1220	6.9199783239	13.7306061986
monkeyc3l1s1221	8.2863071167	14.0719468599
monkeyc3l1s1222	2.4613832508	13.4017630343
monkeyc3l1s1223	6.369474001	13.5618617079
monkeyc3l1s1224	6.7600374285	13.656084365
monkeyc3l1s1225	8.4962179179	13.9397981519
monkeyc3l1s1226	3.0128208378	14.0926275778
monkeyc3l1s1227	2.4317036686	13.3513770667
monkeyc3l1s1228	2.037707085	13.7952028651
monkeyc3l1s1229	4.9303041256	13.2136815063
monkeyc3l1s1230	3.9512742539	14.126864495
monkeyc3l1s1231	3.5837913579	13.769679532
monkeyc3l1s1232	6.0889016108	13.8969688726
monkeyc3l1s1233	7.5817676098	14.170537374
monkeyc3l1s1234	6.3221398608	13.5944330136
monkeyc3l1s1235	3.0265239482	13.8534807279
monkeyc3l1s1236	2.6352831775	13.2453833521
monkeyc3l1s1237	6.510559378	13.2733914091
monkeyc3l1s1238	2.374535715	13.6521706973
monkeyc3l1s1239	5.2614727493	13.6929303378
monkeyc3l1s1240	3.2416751427	14.0115397007
monkeyc3l1s1241	2.0801100801	13.6216703696
monkeyc3l1s1242	3.0345915051	13.6641492534
monkeyc3l1s1243	7.9225087657	13.4685803086
monkeyc3l1s1244	7.8376048852	13.7537524035
monkeyc3l1s1245	6.2105143645	14.0975120373
monkeyc3l1s1246	3.8147550907	14.0686218129
monkeyc3l1s1247	6.1523269953	14.1544939524
monkeyc3l1s1248	2.7840686548	13.8915075923
monkeyc3l1s1249	1.7148730846	14.1057859059
monkeyc3l1s1250	3.9638324094	14.1462835584
monkeyc3l1s1251	7.8784386518	13.4754542632
monkeyc3l1s1252	2.0900520477	13.7350369455
monkeyc3l1s1253	4.7204400285	13.6304814618
monkeyc3l1s1254	5.6385914546	13.8427074517
monkeyc3l1s1255	7.2346305365	13.7732943674
monkeyc3l1s1256	5.0967934865	13.4946384544
monkeyc3l1s1257	7.4736574795	13.4694842552
monkeyc3l1s1258	8.0683914567	13.8609005828
monkeyc3l1s1259	5.2043772554	13.7933238547
monkeyc3l1s1260	3.9896950459	14.1188955368
monkeyc3l1s1261	2.8449827137	13.6525524953
monkeyc3l1s1262	8.0602032135	14.0120667618
monkeyc3l1s1263	7.887968678	13.8967872039
monkeyc3l1s1264	2.802819133	13.4196679246
monkeyc3l1s1265	5.4363195747	14.1170821561
monkeyc3l1s1266	2.3260021226	13.3361648503
monkeyc3l1s1267	3.7551783212	13.7923742235
monkeyc3l1s1268	4.4881514315	13.6091439859
monkeyc3l1s1269	2.4918543219	13.3718809314
